CNES - Recursos Humanos - Profissionais - Indivíduos - segundo CBO 2002 - Brasil
Quantidade por Município e Ocupações de Nível Superior
Período:Dez/2017
"Município";"Assistente Social";"Bioquímico/farmacêutico";"Cirurgião Geral";"Clínico Geral";"Enfermeiro";"Fisioterapeuta";"Fonoaudiólogo";"Gineco Obstetra";"Médico de Família";"Nutricionista";"Odontólogo";"Pediatra";"Psicólogo";"Psiquiatra";"Radiologista";"Sanitarista";"Outras especialidades médicas";"Outras ocupações de nível superior relac à Saúde";"Total"
"150730 São Félix do Xingu";6;6;1;8;40;3;1;1;13;2;20;1;3;-;1;-;3;6;115
"150740 São Francisco do Pará";2;-;-;1;10;-;-;-;2;1;7;-;-;-;-;-;-;3;26
"150745 São Geraldo do Araguaia";1;1;1;5;15;4;-;-;1;1;5;1;1;-;-;-;-;8;44
"150746 São João da Ponta";-;-;-;-;2;-;-;-;3;1;3;-;1;-;-;-;-;-;10
"150747 São João de Pirabas";2;-;-;2;15;-;-;-;4;2;7;-;1;-;1;-;-;1;35
"150750 São João do Araguaia";1;1;-;1;8;-;-;-;1;-;6;-;1;-;-;-;-;-;19
"150760 São Miguel do Guamá";2;3;-;2;16;2;1;-;7;3;9;-;-;-;-;-;-;4;49
"150770 São Sebastião da Boa Vista";-;1;-;-;12;1;-;-;8;1;2;-;1;-;-;-;-;2;28
"150775 Sapucaia";1;1;-;-;7;1;-;-;1;-;3;-;-;-;-;-;-;2;16
"150780 Senador José Porfírio";-;1;-;3;8;1;-;-;4;1;3;-;1;-;-;-;-;-;22
"150790 Soure";2;-;-;2;7;2;-;-;4;1;4;2;1;-;-;-;-;-;25
"150795 Tailândia";8;6;-;6;47;6;1;1;7;4;14;2;3;1;1;-;-;4;111
"150796 Terra Alta";-;-;-;2;11;1;-;-;4;2;5;-;1;-;-;-;-;-;26
"150797 Terra Santa";4;1;-;1;18;3;-;-;4;-;3;-;1;-;-;-;-;1;36
"150800 Tomé-Açu";4;1;-;8;28;6;2;1;4;-;15;-;1;-;1;-;-;6;77
"150803 Tracuateua";5;1;-;1;14;1;-;-;4;-;5;-;1;-;1;-;1;4;38
"150805 Trairão";-;1;-;1;10;1;-;-;1;-;2;-;-;-;-;-;-;-;16
"150808 Tucumã";2;1;1;14;19;7;1;-;5;-;19;1;2;-;-;-;1;8;81
"150810 Tucuruí";24;13;4;24;127;30;8;6;17;12;34;11;14;-;1;-;10;12;347
"150812 Ulianópolis";3;4;-;9;22;3;-;-;7;3;8;1;3;-;-;-;10;2;75
"150815 Uruará";3;2;-;2;17;2;-;-;9;2;3;1;1;-;-;-;-;2;44
"150820 Vigia";5;1;-;1;24;2;-;-;10;2;4;2;2;-;-;-;-;2;55
"150830 Viseu";3;2;-;3;21;3;-;-;8;1;11;-;1;-;-;-;-;2;55
"150835 Vitória do Xingu";1;2;-;2;26;5;3;1;4;1;9;3;1;-;1;-;8;3;70
"150840 Xinguara";3;5;1;9;32;7;1;1;4;3;16;1;3;-;-;-;3;8;97
"160010 Amapá";1;-;-;1;5;3;-;-;3;1;3;-;2;-;-;-;-;2;21
"160020 Calçoene";1;-;-;2;6;1;-;-;5;1;6;-;1;-;-;-;-;1;24
"160021 Cutias";-;-;-;2;5;-;-;-;4;-;2;-;-;-;-;-;-;-;13
"160023 Ferreira Gomes";2;1;-;2;13;1;1;-;2;1;5;-;1;-;-;-;1;1;31
"160025 Itaubal";-;-;-;-;2;1;-;-;2;1;1;-;1;-;-;-;-;-;8
"160027 Laranjal do Jari";6;2;1;8;38;14;1;-;16;3;11;3;2;-;1;-;4;7;117
"160030 Macapá";89;81;12;110;445;145;46;37;43;82;192;58;82;5;18;-;190;124;1759
"160040 Mazagão";2;1;-;3;22;6;1;-;6;2;5;1;1;-;-;-;-;1;51
"160050 Oiapoque";4;1;2;4;17;6;1;-;6;2;7;2;3;-;-;-;-;4;59
"160015 Pedra Branca do Amapari";2;2;-;2;11;2;-;-;3;2;3;-;-;-;-;-;-;1;28
"160053 Porto Grande";1;-;-;2;17;3;-;-;4;1;5;-;-;-;-;-;-;1;34
"160055 Pracuúba";1;-;-;-;4;1;-;-;2;-;2;-;-;-;-;-;-;-;10
"160060 Santana";16;6;6;14;88;31;10;8;25;15;50;12;14;-;1;-;7;10;313
"160005 Serra do Navio";-;-;-;2;3;-;-;-;1;1;2;-;-;-;-;-;-;1;10
"160070 Tartarugalzinho";1;-;-;2;10;2;-;-;4;-;6;-;3;-;-;-;-;1;29
"160080 Vitória do Jari";2;1;-;1;6;3;1;-;5;2;5;-;1;-;-;-;-;3;30
"170025 Abreulândia";1;1;-;-;3;1;-;-;-;-;2;-;1;-;-;-;-;-;9
"170030 Aguiarnópolis";1;1;-;2;5;1;-;-;1;1;3;-;-;-;-;-;-;-;15
"170035 Aliança do Tocantins";1;1;-;2;3;3;-;-;-;-;2;-;1;-;-;-;-;1;14
"170040 Almas";-;1;-;2;4;1;-;-;1;-;3;-;-;-;-;-;-;1;13
"170070 Alvorada";4;5;-;10;13;6;3;-;-;1;6;1;3;-;-;-;1;1;54
"170100 Ananás";1;1;-;-;8;1;-;-;4;1;4;-;1;-;-;-;-;1;22
"170105 Angico";1;1;-;-;2;1;-;-;1;-;1;-;1;-;-;-;-;-;8
"170110 Aparecida do Rio Negro";-;1;-;1;2;1;-;-;1;-;2;-;1;-;-;-;-;1;10
"170130 Aragominas";1;1;-;-;7;1;-;-;3;-;3;-;1;-;-;-;-;-;17
"170190 Araguacema";-;1;-;4;4;1;-;-;1;-;2;-;1;-;-;-;-;-;14
"170200 Araguaçu";3;3;-;5;13;3;-;-;1;3;6;1;3;-;-;-;-;-;41
"170210 Araguaína";62;102;6;146;447;64;10;30;25;31;142;31;42;4;15;-;133;53;1343
"170215 Araguanã";1;1;-;-;1;2;-;-;2;1;2;-;-;-;-;-;-;-;10
"170220 Araguatins";5;3;-;4;24;2;-;1;7;3;9;-;3;-;-;-;1;6;68
"170230 Arapoema";5;5;1;8;15;2;-;-;2;1;4;-;1;-;1;-;1;2;48
"170240 Arraias";2;1;-;15;19;2;1;-;2;3;6;-;3;-;-;-;1;4;59
"170255 Augustinópolis";8;10;8;27;53;9;1;7;-;4;12;9;6;1;1;-;27;6;189
"170270 Aurora do Tocantins";1;1;-;-;4;1;-;-;2;-;1;-;1;-;-;-;-;-;11
"170290 Axixá do Tocantins";2;1;-;1;5;1;-;-;5;1;5;-;1;-;-;-;-;-;22
"170300 Babaçulândia";-;1;-;1;3;-;-;-;1;-;2;-;-;-;-;-;-;-;8
"170305 Bandeirantes do Tocantins";-;1;-;-;5;1;-;-;1;-;1;-;-;-;-;-;-;-;9
"170307 Barra do Ouro";-;1;-;-;2;1;-;-;2;-;2;-;-;-;-;-;-;-;8
"170310 Barrolândia";2;1;-;2;5;3;1;-;2;1;2;-;2;-;-;-;1;2;24
"170320 Bernardo Sayão";1;2;-;-;2;2;-;-;1;-;1;-;-;-;-;-;-;-;9
"170330 Bom Jesus do Tocantins";-;1;-;-;3;1;-;-;2;-;1;1;2;-;-;-;-;-;11
"170360 Brasilândia do Tocantins";2;-;-;-;1;1;-;-;-;1;1;-;1;-;-;-;-;-;7
"170370 Brejinho de Nazaré";1;1;-;-;4;1;-;-;1;-;2;-;-;-;-;-;-;-;10
"170380 Buriti do Tocantins";3;2;-;2;10;1;-;1;4;1;1;-;1;1;-;-;-;1;28
"170382 Cachoeirinha";1;1;-;-;3;1;-;-;1;-;1;-;1;-;-;-;-;-;9
"170384 Campos Lindos";1;-;-;-;4;1;-;-;3;-;2;-;1;-;-;-;-;-;12
"170386 Cariri do Tocantins";2;2;-;2;8;1;-;-;1;-;3;-;2;-;-;-;-;-;21
"170388 Carmolândia";1;-;-;-;1;1;-;-;-;-;2;-;1;-;-;-;-;-;6
"170389 Carrasco Bonito";1;1;-;-;4;1;-;-;2;1;3;-;1;-;-;-;-;-;14
"170390 Caseara";1;1;-;1;2;1;-;-;1;-;3;-;-;-;-;-;-;-;10
"170410 Centenário";1;1;-;-;2;1;-;-;1;1;1;-;1;-;-;-;-;-;9
"170510 Chapada da Natividade";-;1;-;-;3;1;-;-;1;-;2;-;-;-;-;-;-;-;8
"170460 Chapada de Areia";-;1;-;-;1;1;-;-;1;1;1;-;1;-;-;-;-;-;7
"170550 Colinas do Tocantins";10;5;-;12;29;7;6;-;10;4;22;2;14;1;1;-;6;4;133
"171670 Colméia";3;2;-;5;9;1;-;-;1;1;4;-;2;-;1;-;1;3;33
"170555 Combinado";1;1;-;1;4;1;-;-;1;-;2;-;-;-;-;-;-;1;12
"170560 Conceição do Tocantins";1;1;-;1;4;1;-;-;1;-;4;-;1;-;-;-;-;1;15
"170600 Couto Magalhães";-;-;-;1;5;1;-;-;1;-;3;-;1;-;-;-;-;1;13
"170610 Cristalândia";1;1;-;2;8;1;-;-;1;1;3;-;1;-;-;-;-;-;19
"170625 Crixás do Tocantins";1;1;-;-;4;2;-;-;1;-;1;-;-;-;-;-;-;-;10
"170650 Darcinópolis";1;1;-;-;4;1;-;-;2;-;2;-;1;-;-;-;-;-;12
"170700 Dianópolis";4;4;1;8;25;7;2;-;5;3;13;2;4;1;1;-;1;5;86
"170710 Divinópolis do Tocantins";1;1;-;5;7;3;-;-;-;1;3;-;1;-;-;-;-;1;23
"170720 Dois Irmãos do Tocantins";2;1;-;2;6;2;-;-;-;-;3;-;1;-;-;-;1;1;19
"170730 Dueré";-;1;-;4;4;2;-;-;-;-;2;-;1;-;-;-;-;-;14
"170740 Esperantina";1;1;-;1;6;1;-;-;2;1;2;-;-;-;-;-;-;-;15
"170755 Fátima";2;1;-;1;2;2;-;-;-;-;3;-;1;-;-;-;-;-;12
"170765 Figueirópolis";1;-;-;2;5;3;-;-;-;-;3;-;1;-;-;-;-;1;16
"170770 Filadélfia";-;-;-;1;7;-;-;-;1;-;2;-;-;-;-;-;-;-;11
"170820 Formoso do Araguaia";2;1;-;9;20;2;1;-;1;1;6;1;7;-;-;-;-;4;55
"170825 Fortaleza do Tabocão";1;1;-;-;3;-;-;-;1;1;3;-;1;-;-;-;-;-;11
"170830 Goianorte";-;1;-;1;4;1;-;-;-;-;1;-;1;-;-;-;-;-;9
"170900 Goiatins";2;-;-;2;8;2;-;-;3;1;3;-;-;-;1;-;-;-;22
"170930 Guaraí";8;7;1;18;51;9;4;-;4;2;17;2;4;-;-;-;3;6;136
"170950 Gurupi";20;19;-;93;164;59;9;10;16;9;82;11;40;-;7;-;30;25;594
"170980 Ipueiras";-;1;-;-;2;1;-;-;1;-;1;-;1;-;-;-;-;-;7
"171050 Itacajá";1;1;-;5;10;1;-;-;2;1;3;-;-;-;-;-;-;1;25
"171070 Itaguatins";-;-;-;-;5;-;-;-;2;-;2;-;-;-;-;-;-;-;9
"171090 Itapiratins";-;1;-;-;2;-;-;-;1;-;2;-;1;-;-;-;-;-;7
"171110 Itaporã do Tocantins";1;2;-;-;2;1;-;-;1;-;2;-;1;-;-;-;-;-;10
"171150 Jaú do Tocantins";1;-;-;-;3;3;-;-;1;-;2;-;1;-;-;-;-;-;11
"171180 Juarina";1;-;-;-;2;1;-;-;1;-;2;-;1;-;-;-;-;-;8
"171190 Lagoa da Confusão";1;1;-;2;9;2;1;-;-;-;3;-;1;-;-;-;-;-;20
"171195 Lagoa do Tocantins";-;-;-;-;2;1;-;-;-;1;1;-;-;-;-;-;-;-;5
"171200 Lajeado";1;-;-;3;2;2;-;-;1;-;1;-;-;-;-;-;-;-;10
"171215 Lavandeira";1;1;-;-;2;1;-;-;1;-;1;-;1;-;-;-;-;-;8
"171240 Lizarda";-;-;-;-;2;1;-;-;2;-;1;-;1;-;-;-;-;-;7
"171245 Luzinópolis";1;1;-;-;3;1;-;-;1;1;2;-;-;-;-;-;6;-;16
"171250 Marianópolis do Tocantins";1;1;-;1;2;1;-;-;1;-;2;-;1;-;-;-;-;1;11
"171270 Mateiros";-;-;-;-;3;1;-;-;-;1;1;-;1;-;-;-;-;-;7
"171280 Maurilândia do Tocantins";-;2;-;-;5;1;-;-;2;1;2;-;1;-;-;-;-;-;14
"171320 Miracema do Tocantins";10;9;1;27;41;13;1;-;5;2;16;3;8;-;-;-;2;5;143
"171330 Miranorte";2;-;-;4;13;3;1;-;-;-;6;-;1;-;-;-;-;-;30
"171360 Monte do Carmo";-;-;-;1;5;3;-;-;2;1;3;-;1;-;-;-;-;1;17
"171370 Monte Santo do Tocantins";1;1;-;1;2;1;-;-;-;-;1;-;1;-;-;-;-;-;8
"171395 Muricilândia";1;1;-;-;3;1;-;-;2;-;2;-;-;-;-;-;-;-;10
"171420 Natividade";1;2;-;2;11;1;-;-;-;-;4;-;-;-;-;-;-;1;22
"171430 Nazaré";1;1;-;2;3;1;-;-;-;-;5;-;1;-;-;-;-;-;14
"171488 Nova Olinda";3;2;-;-;7;2;1;-;1;1;3;-;1;-;-;-;1;2;24
"171500 Nova Rosalândia";-;1;-;2;5;2;-;-;-;-;2;-;-;-;-;-;-;-;12
"171510 Novo Acordo";1;-;-;-;4;1;-;-;2;-;2;-;-;-;-;-;-;1;11
"171515 Novo Alegre";-;1;-;-;5;2;-;-;1;1;1;-;1;-;-;-;-;-;12
"171525 Novo Jardim";1;1;-;-;3;1;-;-;1;-;2;-;-;-;-;-;-;-;9
"171550 Oliveira de Fátima";-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;3
"172100 Palmas";211;98;19;193;804;242;62;37;80;69;319;78;167;8;20;-;323;171;2901
"171570 Palmeirante";-;1;-;1;3;1;-;-;1;-;2;-;-;-;-;-;-;1;10
"171380 Palmeiras do Tocantins";1;2;-;3;7;1;-;-;2;-;4;-;-;-;-;-;-;-;20
"171575 Palmeirópolis";1;1;-;2;5;3;-;-;2;-;2;-;1;-;-;-;-;1;18
"171610 Paraíso do Tocantins";20;8;1;43;60;29;5;2;12;4;20;5;13;1;1;-;9;14;247
"171620 Paranã";2;1;1;2;8;1;-;-;2;1;3;-;1;-;-;-;-;-;22
"171630 Pau D'Arco";1;1;-;-;1;-;-;-;2;-;1;-;1;-;-;-;-;-;7
"171650 Pedro Afonso";6;3;-;20;26;5;1;1;3;2;9;2;3;-;-;-;-;4;85
"171660 Peixe";1;2;1;3;10;1;-;1;2;1;6;-;1;-;-;-;1;-;30
"171665 Pequizeiro";1;-;-;1;2;1;-;-;1;-;3;-;1;-;-;-;-;1;11
"171700 Pindorama do Tocantins";1;1;-;1;4;1;-;-;-;-;1;-;-;-;-;-;-;-;9
"171720 Piraquê";1;1;-;1;1;-;-;-;1;-;1;-;1;-;-;-;-;-;7
"171750 Pium";1;1;-;7;6;2;-;-;-;1;3;-;1;-;1;-;-;1;24
"171780 Ponte Alta do Bom Jesus";-;1;-;1;4;2;-;-;2;1;2;-;-;1;-;-;-;-;14
"171790 Ponte Alta do Tocantins";1;1;-;1;8;2;-;-;1;-;2;-;1;-;-;-;-;1;18
"171800 Porto Alegre do Tocantins";1;-;-;-;2;2;-;-;-;-;3;-;1;-;-;-;-;1;10
"171820 Porto Nacional";30;19;5;43;157;36;7;7;9;11;50;5;12;2;3;-;13;16;425
"171830 Praia Norte";1;1;-;1;5;1;-;-;1;-;3;-;-;-;-;-;-;-;13
"171840 Presidente Kennedy";-;-;-;-;5;2;-;-;-;-;2;-;-;-;-;-;-;1;10
"171845 Pugmil";-;1;-;-;1;1;-;-;-;-;2;-;1;-;-;-;-;-;6
"171850 Recursolândia";-;1;-;-;2;1;-;-;1;-;1;-;-;-;-;-;-;-;6
"171855 Riachinho";1;-;-;-;2;1;-;-;1;-;2;-;1;-;-;-;-;-;8
"171865 Rio da Conceição";2;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;5
"171870 Rio dos Bois";-;1;-;-;2;-;-;-;1;1;1;-;-;-;-;-;-;-;6
"171875 Rio Sono";1;1;-;-;4;1;-;-;1;1;3;-;1;-;-;-;-;-;13
"171880 Sampaio";-;-;-;-;2;-;-;-;1;-;1;-;-;-;-;-;-;-;4
"171884 Sandolândia";1;1;-;-;2;1;-;-;1;-;3;-;1;-;-;-;-;-;10
"171886 Santa Fé do Araguaia";1;2;-;-;4;-;-;-;3;1;3;-;1;-;-;-;-;-;15
"171888 Santa Maria do Tocantins";1;1;-;-;1;1;-;-;1;-;1;-;1;-;-;-;-;-;7
"171889 Santa Rita do Tocantins";-;1;-;-;2;1;-;-;-;-;1;-;1;-;-;-;-;-;6
"171890 Santa Rosa do Tocantins";-;-;-;-;4;1;1;-;2;-;2;-;1;-;-;-;-;-;11
"171900 Santa Tereza do Tocantins";1;1;-;-;1;1;-;-;1;-;2;-;-;-;-;-;-;1;8
"172000 Santa Terezinha do Tocantins";1;1;-;-;2;1;-;-;1;-;1;-;1;-;-;-;-;1;9
"172010 São Bento do Tocantins";1;1;-;-;4;1;-;-;2;1;3;-;-;-;-;-;-;-;13
"172015 São Félix do Tocantins";-;-;-;-;3;1;-;1;1;-;1;-;-;-;-;-;-;-;7
"172020 São Miguel do Tocantins";2;2;-;-;12;2;-;-;6;3;6;1;1;-;-;-;-;1;36
"172025 São Salvador do Tocantins";-;-;-;-;2;1;-;-;-;1;1;-;1;-;-;-;-;1;7
"172030 São Sebastião do Tocantins";1;-;-;-;3;1;-;-;2;1;2;-;-;-;-;-;-;-;10
"172049 São Valério";-;2;-;1;4;1;-;-;1;1;2;-;1;-;-;-;-;1;14
"172065 Silvanópolis";1;1;-;3;8;1;-;-;-;-;3;-;-;-;-;-;1;1;19
"172080 Sítio Novo do Tocantins";2;1;1;3;14;1;-;-;4;1;8;1;2;1;-;-;1;1;41
"172085 Sucupira";-;1;-;-;1;1;-;-;1;1;1;-;-;-;-;-;-;-;6
"172090 Taguatinga";2;3;-;2;16;2;-;-;3;1;6;-;2;-;-;-;-;1;38
"172093 Taipas do Tocantins";1;1;-;-;-;2;-;-;1;-;1;-;1;-;-;-;-;-;7
"172097 Talismã";-;1;-;1;2;1;-;-;-;1;2;-;-;-;-;-;-;-;8
"172110 Tocantínia";1;1;-;3;6;1;-;-;1;-;3;-;1;-;-;-;-;1;18
"172120 Tocantinópolis";3;5;1;9;26;5;1;-;6;1;9;2;4;-;-;-;1;5;78
"172125 Tupirama";1;1;-;-;1;1;-;-;-;-;1;-;1;-;-;-;-;-;6
"172130 Tupiratins";-;2;-;-;1;1;-;-;-;-;1;-;1;-;-;-;-;1;7
"172208 Wanderlândia";1;2;-;1;10;1;-;-;2;-;6;-;1;-;1;-;-;2;27
"172210 Xambioá";3;8;-;9;21;3;-;-;2;3;12;-;3;-;-;-;2;3;69
"210005 Açailândia";7;3;2;24;61;5;4;4;7;6;29;9;5;-;2;-;24;3;195
"210010 Afonso Cunha";3;2;-;1;7;2;1;-;3;2;2;-;1;-;-;-;-;3;27
"210015 Água Doce do Maranhão";2;-;-;-;8;3;-;-;6;1;6;-;3;-;-;-;1;1;31
"210020 Alcântara";1;-;-;4;15;2;1;-;5;1;4;-;1;1;-;-;-;3;38
"210030 Aldeias Altas";3;-;-;7;18;4;1;-;3;3;1;-;2;1;-;-;-;1;44
"210040 Altamira do Maranhão";-;1;-;-;9;2;1;-;5;1;3;-;1;-;-;-;1;-;24
"210043 Alto Alegre do Maranhão";3;2;1;7;39;2;2;4;9;3;6;2;-;-;1;-;1;1;83
"210047 Alto Alegre do Pindaré";4;4;-;2;24;3;1;-;5;1;8;1;3;1;1;-;2;1;61
"210050 Alto Parnaíba";-;2;-;4;8;2;-;-;2;-;4;1;-;-;-;-;-;1;24
"210055 Amapá do Maranhão";-;1;-;-;1;-;-;-;1;-;3;-;-;-;-;-;-;-;6
"210060 Amarante do Maranhão";11;6;3;12;41;6;1;-;12;6;11;1;3;1;-;-;-;5;119
"210070 Anajatuba";4;-;-;5;19;6;2;-;6;3;7;-;3;-;1;-;2;2;60
"210080 Anapurus";2;-;-;2;9;3;1;-;2;1;4;-;2;-;-;-;1;2;29
"210083 Apicum-Açu";1;-;-;2;7;1;1;-;4;1;4;-;1;-;-;-;-;-;22
"210087 Araguanã";2;-;-;-;10;1;-;-;4;2;4;-;1;-;-;-;-;1;25
"210090 Araioses";4;1;-;8;29;7;3;1;9;3;5;-;3;-;1;-;3;3;80
"210095 Arame";2;1;-;3;18;3;-;-;9;1;6;-;1;-;-;-;-;1;45
"210100 Arari";2;3;-;6;21;5;3;-;7;3;13;2;2;1;-;-;2;3;73
"210110 Axixá";2;2;-;3;5;1;-;-;6;1;3;-;3;-;-;-;-;1;27
"210120 Bacabal";17;13;5;30;124;20;2;2;30;11;34;7;7;3;2;-;23;3;333
"210125 Bacabeira";2;-;-;1;13;2;1;1;-;2;5;-;1;-;-;-;1;-;29
"210130 Bacuri";-;2;-;2;8;1;1;-;5;1;6;-;1;-;-;-;-;1;28
"210135 Bacurituba";-;-;-;-;2;-;-;-;2;-;3;-;-;-;-;-;-;-;7
"210140 Balsas";12;10;3;21;113;36;10;5;21;10;29;8;13;3;2;-;13;9;318
"210150 Barão de Grajaú";1;-;-;7;15;3;1;2;1;1;12;-;2;-;1;-;3;2;51
"210160 Barra do Corda";13;3;3;13;62;17;3;1;17;3;20;2;4;1;1;-;6;3;172
"210170 Barreirinhas";6;2;10;11;50;8;2;5;18;6;13;3;4;1;1;-;8;2;150
"210177 Bela Vista do Maranhão";2;2;-;3;9;2;1;-;2;-;4;-;-;-;-;-;-;2;27
"210173 Belágua";2;-;-;1;6;1;-;-;-;-;2;-;1;-;-;-;1;-;14
"210180 Benedito Leite";-;2;-;1;3;-;-;-;1;1;2;-;-;-;-;-;-;-;10
"210190 Bequimão";-;1;-;3;13;3;-;-;4;1;1;-;-;-;-;-;-;2;28
"210193 Bernardo do Mearim";-;-;-;-;5;1;-;-;1;-;2;-;-;-;-;-;-;-;9
"210197 Boa Vista do Gurupi";-;-;-;1;4;1;-;-;2;-;3;-;-;-;-;-;-;-;11
"210200 Bom Jardim";1;2;-;3;23;3;-;-;13;1;13;-;1;-;-;-;2;3;65
"210203 Bom Jesus das Selvas";2;1;-;3;16;2;1;-;8;1;6;-;1;-;-;-;-;-;41
"210207 Bom Lugar";-;-;-;-;8;-;-;-;2;2;5;-;1;-;-;-;-;1;19
"210210 Brejo";6;-;-;3;8;6;3;-;3;4;5;-;3;-;-;-;-;4;45
"210215 Brejo de Areia";-;-;-;-;5;1;-;-;1;1;3;-;1;-;-;-;-;-;12
"210220 Buriti";2;2;-;5;14;4;-;-;3;1;2;1;2;-;1;-;-;2;39
"210230 Buriti Bravo";3;2;1;-;15;2;-;-;3;1;3;1;2;1;-;-;-;1;35
"210232 Buriticupu";2;2;2;9;49;7;1;1;11;2;9;1;1;-;-;-;2;3;102
"210235 Buritirana";-;1;-;-;7;1;-;-;-;1;3;-;1;-;-;-;-;1;15
"210237 Cachoeira Grande";1;1;-;-;3;-;1;-;2;1;4;-;1;-;1;-;-;1;16
"210240 Cajapió";-;-;-;-;5;-;-;-;1;-;2;-;-;-;-;-;-;-;8
"210250 Cajari";2;2;-;3;10;2;-;-;3;1;3;-;2;-;-;-;-;2;30
"210255 Campestre do Maranhão";2;1;-;-;10;-;1;1;5;2;4;-;2;1;-;-;-;1;30
"210260 Cândido Mendes";-;-;-;1;10;-;-;-;6;1;6;-;-;-;-;-;-;-;24
"210270 Cantanhede";-;1;-;5;16;2;2;-;10;1;4;-;1;-;-;-;-;2;44
"210275 Capinzal do Norte";3;2;-;1;8;1;1;-;2;2;2;-;1;-;-;-;-;4;27
"210280 Carolina";1;-;-;4;24;2;-;-;10;2;7;-;-;-;-;-;1;1;52
"210290 Carutapera";2;2;-;4;21;1;1;-;6;2;8;1;2;1;-;-;3;1;55
"210300 Caxias";40;12;9;41;223;46;18;7;36;14;70;17;18;5;22;-;62;24;664
"210310 Cedral";-;-;-;1;5;2;-;-;4;1;3;1;1;-;-;-;-;-;18
"210312 Central do Maranhão";-;-;1;1;3;-;-;-;2;-;3;-;-;-;-;-;-;-;10
"210315 Centro do Guilherme";1;-;-;1;7;2;-;-;2;1;4;-;1;-;-;-;-;-;19
"210317 Centro Novo do Maranhão";-;1;-;1;6;2;-;-;7;-;4;-;1;-;-;-;-;2;24
"210320 Chapadinha";13;1;1;16;61;13;4;1;21;5;22;5;6;1;2;-;5;4;181
"210325 Cidelândia";-;1;-;1;4;-;-;-;2;-;4;1;-;-;-;-;-;-;13
"210330 Codó";21;1;-;35;88;23;7;2;22;8;25;2;8;1;3;-;13;15;274
"210340 Coelho Neto";7;2;-;6;41;3;1;1;11;4;19;-;5;2;-;-;2;3;107
"210350 Colinas";6;3;1;13;34;6;1;-;3;5;9;2;3;1;2;-;3;4;96
"210355 Conceição do Lago-Açu";-;-;-;2;12;-;1;-;6;-;2;-;-;-;-;-;-;-;23
"210360 Coroatá";11;4;3;26;90;22;7;1;11;6;13;8;7;2;1;-;14;7;233
"210370 Cururupu";6;1;-;8;32;5;1;-;13;3;5;1;2;1;1;-;4;3;86
"210375 Davinópolis";2;4;-;-;8;2;1;-;4;1;3;-;1;1;-;-;-;1;28
"210380 Dom Pedro";4;5;-;4;16;3;1;-;5;2;14;1;3;1;-;-;-;6;65
"210390 Duque Bacelar";-;-;-;2;5;2;1;-;3;1;4;1;1;-;-;-;-;2;22
"210400 Esperantinópolis";2;-;-;3;16;6;2;-;5;3;5;-;2;-;-;-;1;1;46
"210405 Estreito";1;1;-;15;43;5;1;1;18;3;14;2;2;-;1;-;1;5;113
"210407 Feira Nova do Maranhão";-;-;-;-;3;1;-;-;2;1;3;-;-;-;-;-;-;-;10
"210408 Fernando Falcão";1;1;-;3;10;2;-;-;2;1;5;-;1;-;-;-;-;1;27
"210409 Formosa da Serra Negra";2;2;-;1;14;4;2;-;5;2;5;-;3;-;-;-;1;2;43
"210410 Fortaleza dos Nogueiras";1;1;-;2;7;2;1;-;2;-;3;-;1;-;-;-;-;1;21
"210420 Fortuna";2;1;-;2;11;3;2;-;3;1;2;1;2;-;-;-;1;2;33
"210430 Godofredo Viana";1;-;-;-;5;-;-;-;4;-;3;-;-;-;-;-;-;1;14
"210440 Gonçalves Dias";-;1;-;2;7;2;1;-;4;1;4;-;-;-;-;-;-;1;23
"210450 Governador Archer";1;-;-;1;5;2;-;-;4;2;3;-;-;-;-;-;-;-;18
"210455 Governador Edison Lobão";1;-;-;3;9;2;-;-;1;1;1;-;1;-;1;-;-;1;21
"210460 Governador Eugênio Barros";1;-;-;1;12;2;-;-;2;1;6;-;1;-;1;-;-;1;28
"210462 Governador Luiz Rocha";-;-;-;1;4;3;1;-;1;1;3;-;1;-;-;-;-;2;17
"210465 Governador Newton Bello";1;2;-;2;15;-;-;-;2;-;4;-;-;-;-;-;-;1;27
"210467 Governador Nunes Freire";1;5;-;5;17;2;-;1;7;1;12;-;1;-;1;-;-;3;56
"210470 Graça Aranha";2;-;-;2;5;3;-;-;2;-;2;-;1;-;-;-;-;-;17
"210480 Grajaú";10;4;4;17;53;12;4;-;10;4;17;-;7;1;-;-;7;6;156
"210490 Guimarães";1;-;-;2;7;2;-;-;4;2;5;-;2;-;-;-;-;1;26
"210500 Humberto de Campos";2;1;-;1;12;6;2;1;5;-;8;1;2;-;-;-;1;3;45
"210510 Icatu";4;2;-;2;14;6;2;-;2;1;8;-;1;-;-;-;-;2;44
"210515 Igarapé do Meio";1;2;-;3;4;-;1;-;3;-;3;-;-;-;-;-;-;1;18
"210520 Igarapé Grande";-;1;-;1;10;1;1;-;6;1;3;-;1;1;-;-;1;1;28
"210530 Imperatriz";69;42;11;129;391;60;21;26;22;51;126;44;47;3;23;-;136;40;1241
"210535 Itaipava do Grajaú";2;-;-;-;8;2;-;-;3;1;3;-;2;1;-;-;-;1;23
"210540 Itapecuru Mirim";4;2;1;7;37;9;1;3;19;3;12;4;4;-;1;-;6;1;114
