"Município";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";" Total"
"432380 XANGRI-LA";"71,95";"64,66";"53,36";"49,85";"76,79";"66,73";"58,87";"81,54";"84,91";"76,77";"69,09"
"500020 AGUA CLARA";"75,29";"91,87";"76,96";"75,97";"138,96";"82,14";"50,07";"75,08";"76,67";"80,52";"81,78"
"500025 ALCINOPOLIS";"100,58";"135,53";"99,03";"134,19";"191,16";"251,68";"78,79";"122,78";"126,47";"122,70";"131,16"
"500060 AMAMBAI";"72,60";"78,48";"71,48";"75,08";"91,11";"69,60";"30,80";"53,78";"71,92";"93,30";"69,34"
"500070 ANASTACIO";"72,60";"81,74";"71,63";"45,74";"86,26";"113,82";"64,24";"80,51";"60,46";"79,06";"74,24"
"500080 ANAURILANDIA";"72,80";"73,57";"62,61";"86,49";"147,43";"163,20";"49,82";"55,55";"68,20";"70,44";"83,07"
"500085 ANGELICA";"82,91";"102,29";"94,01";"143,57";"162,12";"130,18";"94,29";"73,14";"84,18";"89,59";"105,77"
"500090 ANTONIO JOAO";"84,41";"80,87";"73,06";"111,43";"180,45";"161,67";"67,88";"84,29";"91,61";"102,07";"102,23"
"500100 APARECIDA DO TABOADO";"77,08";"87,33";"87,35";"87,35";"114,39";"46,99";"54,86";"84,77";"101,56";"71,64";"79,81"
"500110 AQUIDAUANA";"68,40";"75,89";"67,64";"62,60";"111,26";"87,24";"55,28";"68,24";"85,80";"92,71";"76,45"
"500124 ARAL MOREIRA";"93,00";"101,07";"74,04";"91,62";"118,89";"82,84";"52,52";"79,18";"74,94";"70,07";"83,08"
"500150 BANDEIRANTES";"92,32";"102,59";"94,95";"125,02";"127,55";"100,17";"61,35";"78,86";"107,54";"100,79";"97,00"
"500190 BATAGUASSU";"72,56";"86,01";"64,79";"71,25";"105,67";"72,48";"21,58";"56,29";"74,24";"76,75";"68,70"
"500200 BATAYPORA";"86,22";"85,83";"72,61";"89,51";"188,76";"148,95";"75,56";"94,32";"110,31";"80,45";"101,48"
"500210 BELA VISTA";"95,60";"106,94";"93,30";"92,37";"161,24";"176,64";"45,69";"65,72";"79,00";"78,30";"96,52"
"500215 BODOQUENA";"85,70";"101,41";"76,84";"85,22";"205,25";"154,08";"57,29";"100,68";"109,84";"88,24";"104,04"
"500220 BONITO";"89,65";"99,74";"86,23";"70,18";"135,87";"197,80";"135,53";"94,25";"104,83";"94,87";"111,87"
"500230 BRASILANDIA";"77,82";"70,14";"70,84";"149,39";"130,96";"187,33";"50,70";"86,79";"88,41";"112,02";"97,49"
"500240 CAARAPO";"79,02";"93,10";"80,74";"89,80";"176,21";"191,41";"75,87";"86,80";"89,02";"94,69";"104,13"
"500260 CAMAPUA";"71,04";"81,59";"64,10";"120,06";"152,93";"107,64";"60,55";"70,69";"68,36";"77,49";"86,16"
"500270 CAMPO GRANDE";"70,97";"86,86";"84,44";"72,60";"83,31";"103,40";"61,09";"93,17";"108,18";"103,54";"84,34"
"500280 CARACOL";"106,68";"129,83";"117,55";"83,22";"101,15";"109,03";"58,22";"75,49";"98,84";"84,73";"95,06"
"500290 CASSILANDIA";"68,66";"89,67";"78,53";"81,97";"104,93";"156,49";"106,69";"146,51";"134,89";"118,97";"106,46"
"500295 CHAPADAO DO SUL";"81,00";"109,90";"97,32";"113,40";"169,78";"84,30";"63,67";"101,24";"118,60";"161,89";"109,01"
"500310 CORGUINHO";"84,06";"110,38";"105,92";"94,86";"140,25";"203,41";"45,00";"61,70";"76,26";"90,32";"97,23"
"500315 CORONEL SAPUCAIA";"100,66";"116,51";"93,02";"67,82";"60,14";"64,24";"39,08";"76,82";"92,19";"103,82";"78,84"
"500320 CORUMBA";"83,82";"92,72";"92,72";"78,71";"93,48";"78,11";"30,28";"54,66";"69,69";"64,62";"72,29"
"500325 COSTA RICA";"84,56";"106,03";"91,74";"104,95";"133,16";"96,49";"77,95";"90,34";"94,25";"102,18";"97,88"
"500330 COXIM";"81,05";"89,72";"85,01";"91,63";"133,83";"147,92";"76,51";"134,23";"79,10";"78,46";"99,18"
"500345 DEODAPOLIS";"68,76";"94,33";"76,89";"120,32";"132,17";"141,54";"73,42";"58,09";"77,85";"68,52";"89,42"
"500348 DOIS IRMAOS DO BURITI";"73,33";"66,41";"74,16";"139,16";"159,41";"115,54";"75,04";"94,48";"83,68";"78,42";"94,43"
"500350 DOURADINA";"89,10";"115,92";"105,26";"77,12";"110,52";"95,67";"74,62";"79,64";"102,54";"124,21";"95,27"
"500370 DOURADOS";"71,56";"89,97";"87,74";"68,64";"92,37";"127,22";"97,73";"122,22";"80,08";"80,92";"91,51"
"500375 ELDORADO";"96,69";"96,15";"84,03";"76,91";"106,62";"101,75";"59,27";"78,49";"83,90";"101,35";"88,19"
"500380 FATIMA DO SUL";"75,84";"83,13";"76,47";"111,95";"181,91";"176,55";"92,47";"100,65";"97,45";"89,31";"107,95"
"500390 FIGUEIRAO";"71,83";"88,29";"75,39";"135,27";"219,04";"140,34";"78,52";"71,24";"104,04";"121,35";"106,53"
"500400 GLORIA DE DOURADOS";"82,46";"100,93";"83,61";"70,05";"97,54";"51,48";"47,42";"77,26";"92,17";"97,70";"78,57"
"500410 GUIA LOPES DA LAGUNA";"85,59";"94,83";"85,20";"69,12";"98,42";"158,43";"57,27";"85,77";"110,29";"120,91";"92,09"
"500430 IGUATEMI";"71,65";"83,73";"71,60";"100,70";"122,31";"175,98";"102,26";"115,81";"88,19";"83,98";"100,93"
"500440 INOCENCIA";"77,29";"86,44";"76,01";"104,80";"55,08";"66,24";"56,05";"67,46";"63,04";"87,65";"73,55"
"500450 ITAPORA";"83,13";"103,99";"91,91";"118,31";"148,23";"206,09";"59,38";"76,48";"75,34";"98,22";"102,13"
"500460 ITAQUIRAI";"84,54";"94,84";"76,48";"85,36";"94,32";"193,26";"55,05";"54,75";"69,51";"65,83";"84,04"
"500470 IVINHEMA";"73,46";"94,11";"88,88";"100,54";"153,79";"155,50";"58,66";"85,74";"100,91";"100,87";"99,07"
"500480 JAPORA";"78,31";"90,64";"77,08";"69,83";"126,14";"40,21";"15,64";"36,91";"84,35";"67,09";"67,25"
"500490 JARAGUARI";"69,21";"63,43";"74,04";"153,26";"160,87";"171,50";"74,41";"108,92";"71,61";"77,15";"95,07"
"500500 JARDIM";"74,81";"91,77";"72,19";"93,18";"161,80";"159,75";"54,65";"77,60";"87,42";"78,58";"92,85"
"500510 JATEI";"65,10";"68,47";"73,39";"75,56";"160,16";"110,24";"93,74";"173,65";"203,16";"253,38";"113,51"
"500515 JUTI";"80,21";"84,28";"65,05";"107,39";"165,06";"113,29";"70,27";"87,57";"98,28";"123,04";"97,27"
"500520 LADARIO";"65,64";"82,96";"72,91";"64,61";"120,76";"147,11";"25,50";"43,80";"68,38";"61,66";"73,57"
"500525 LAGUNA CARAPA";"82,23";"97,60";"87,15";"108,16";"134,35";"82,08";"15,35";"74,74";"79,16";"68,28";"83,52"
"500540 MARACAJU";"75,66";"87,39";"82,79";"76,90";"97,84";"93,39";"47,99";"67,40";"76,59";"74,92";"76,55"
"500560 MIRANDA";"72,85";"89,51";"80,43";"83,67";"85,01";"30,65";"21,14";"62,37";"90,27";"77,85";"67,33"
"500568 MUNDO NOVO";"92,42";"103,07";"94,18";"92,27";"103,13";"115,90";"72,19";"90,10";"82,93";"89,41";"92,91"
"500570 NAVIRAI";"75,25";"83,48";"74,96";"94,56";"128,13";"100,26";"47,80";"70,03";"74,32";"75,77";"81,14"
"500580 NIOAQUE";"79,99";"82,83";"76,11";"142,06";"198,79";"136,57";"78,78";"85,44";"97,70";"89,95";"104,81"
"500600 NOVA ALVORADA DO SUL";"94,06";"126,05";"114,02";"97,34";"68,02";"115,91";"64,74";"79,47";"96,62";"67,37";"89,16"
"500620 NOVA ANDRADINA";"77,17";"91,65";"89,30";"102,98";"143,29";"133,70";"65,48";"79,59";"92,57";"87,80";"95,31"
"500625 NOVO HORIZONTE DO SUL";"84,64";"91,86";"87,61";"112,92";"198,38";"192,42";"84,12";"72,40";"106,27";"87,97";"110,51"
"500627 PARAISO DAS AGUAS";"0";"0";"0";"0";"0";"196,67";"127,15";"146,69";"109,75";"101,62";"132,99"
"500630 PARANAIBA";"77,94";"88,49";"77,29";"80,86";"92,58";"87,51";"33,12";"58,40";"75,17";"74,43";"73,02"
"500635 PARANHOS";"98,76";"119,44";"125,46";"135,82";"165,72";"208,09";"75,25";"91,16";"111,26";"124,35";"125,71"
"500640 PEDRO GOMES";"84,72";"82,50";"59,30";"109,04";"188,62";"192,60";"69,75";"94,78";"110,42";"88,11";"105,88"
"500660 PONTA PORA";"83,49";"97,09";"82,29";"84,41";"117,87";"104,72";"58,63";"60,39";"79,57";"69,41";"83,86"
"500690 PORTO MURTINHO";"83,58";"80,02";"74,52";"95,62";"167,77";"147,42";"37,78";"86,94";"91,39";"75,38";"92,94"
"500710 RIBAS DO RIO PARDO";"76,55";"86,13";"74,67";"104,02";"142,98";"88,22";"57,52";"48,62";"60,24";"64,44";"81,02"
"500720 RIO BRILHANTE";"79,75";"89,32";"90,34";"82,79";"118,79";"187,85";"109,03";"80,16";"78,54";"75,62";"100,96"
"500730 RIO NEGRO";"78,11";"123,75";"96,64";"116,27";"198,57";"32,11";"91,72";"111,92";"68,82";"62,71";"95,53"
"500740 RIO VERDE DE MATO GROSSO";"75,40";"86,96";"77,41";"94,87";"158,72";"152,49";"74,45";"89,70";"81,52";"113,31";"99,61"
"500750 ROCHEDO";"92,61";"117,92";"140,02";"97,60";"95,12";"0";"51,80";"72,46";"71,76";"79,88";"84,46"
"500755 SANTA RITA DO PARDO";"88,51";"80,83";"74,27";"45,18";"67,08";"105,74";"37,55";"52,42";"156,58";"80,18";"71,84"
"500769 SAO GABRIEL DO OESTE";"78,94";"86,15";"79,06";"104,81";"87,03";"105,58";"72,03";"97,41";"103,30";"81,23";"88,51"
"500770 SETE QUEDAS";"79,40";"65,35";"62,85";"101,53";"135,12";"177,49";"64,85";"111,39";"116,16";"92,65";"97,39"
"500780 SELVIRIA";"84,66";"80,99";"102,58";"160,66";"204,01";"144,45";"57,97";"75,91";"121,73";"102,02";"107,80"
"500790 SIDROLANDIA";"70,85";"84,36";"73,19";"91,81";"132,05";"94,38";"56,86";"73,60";"82,38";"72,92";"82,32"
"500793 SONORA";"86,45";"96,28";"85,56";"90,35";"160,95";"172,64";"109,66";"80,42";"84,63";"84,83";"107,32"
"500795 TACURU";"76,26";"74,69";"81,80";"89,74";"144,48";"93,66";"44,35";"63,08";"88,88";"87,14";"82,98"
"500797 TAQUARUSSU";"79,24";"83,45";"86,06";"113,73";"170,78";"133,74";"84,85";"95,94";"85,44";"87,58";"101,95"
"500800 TERENOS";"65,89";"94,17";"90,78";"96,41";"88,13";"61,89";"5,88";"50,97";"61,71";"58,71";"65,52"
"500830 TRES LAGOAS";"67,83";"87,55";"88,28";"77,86";"164,14";"103,44";"71,66";"88,66";"140,68";"107,65";"99,06"
"500840 VICENTINA";"97,36";"82,05";"95,87";"124,76";"179,25";"129,87";"79,29";"102,96";"91,49";"91,31";"108,02"
"510010 ACORIZAL";"76,69";"96,08";"90,00";"79,71";"89,80";"133,13";"75,70";"111,68";"128,65";"60,16";"91,60"
"510020 AGUA BOA";"79,41";"86,89";"86,33";"80,22";"91,00";"111,44";"62,37";"77,87";"97,00";"107,29";"86,38"
"510025 ALTA FLORESTA";"79,32";"92,59";"92,57";"97,81";"94,74";"121,57";"44,45";"60,54";"55,34";"68,24";"78,19"
"510030 ALTO ARAGUAIA";"68,32";"85,64";"83,92";"80,44";"86,70";"74,30";"64,37";"76,42";"82,57";"98,38";"78,69"
"510035 ALTO BOA VISTA";"145,35";"175,22";"154,00";"113,22";"131,58";"136,80";"81,74";"85,14";"49,92";"61,19";"109,63"
"510040 ALTO GARCAS";"84,88";"115,67";"107,83";"93,27";"105,29";"130,29";"65,29";"63,81";"77,14";"96,14";"90,26"
"510050 ALTO PARAGUAI";"68,68";"107,02";"84,12";"51,51";"133,90";"99,70";"47,55";"60,72";"91,29";"82,54";"76,84"
"510060 ALTO TAQUARI";"80,22";"104,16";"91,51";"72,74";"87,30";"98,37";"70,34";"72,64";"76,26";"102,87";"84,34"
"510080 APIACAS";"77,02";"76,11";"69,23";"63,67";"74,86";"103,95";"55,08";"96,01";"83,40";"136,52";"81,60"
"510100 ARAGUAIANA";"102,96";"132,22";"151,16";"109,18";"110,87";"52,97";"83,30";"101,55";"110,69";"89,98";"98,91"
"510120 ARAGUAINHA";"95,73";"200,00";"153,29";"81,99";"92,31";"83,57";"76,17";"85,98";"79,44";"108,22";"99,51"
"510125 ARAPUTANGA";"81,89";"100,41";"84,15";"69,15";"86,94";"121,87";"65,29";"80,56";"93,84";"91,74";"85,80"
"510130 ARENAPOLIS";"74,10";"90,33";"91,88";"90,94";"108,35";"93,15";"50,85";"97,50";"92,15";"85,43";"84,09"
"510140 ARIPUANA";"81,61";"89,80";"71,69";"69,84";"85,41";"99,32";"74,25";"67,75";"83,78";"84,34";"80,62"
"510160 BARAO DE MELGACO";"82,80";"101,46";"80,08";"60,35";"101,97";"112,75";"57,54";"71,38";"77,82";"79,61";"80,99"
"510170 BARRA DO BUGRES";"73,30";"88,17";"75,77";"71,30";"104,11";"103,11";"53,98";"63,40";"87,31";"67,76";"77,18"
"510180 BARRA DO GARCAS";"77,97";"78,43";"73,89";"70,97";"82,71";"62,58";"44,00";"47,71";"51,42";"68,90";"64,42"
"510185 BOM JESUS DO ARAGUAIA";"107,44";"139,98";"109,57";"108,63";"151,23";"105,70";"69,32";"73,03";"97,38";"84,16";"97,67"
"510190 BRASNORTE";"84,11";"100,68";"85,00";"60,64";"92,89";"96,71";"57,25";"76,99";"79,00";"85,52";"79,65"
"510250 CACERES";"64,74";"65,21";"67,61";"67,41";"84,95";"98,23";"49,67";"64,88";"69,48";"72,23";"69,31"
"510260 CAMPINAPOLIS";"82,51";"81,00";"91,34";"64,73";"75,82";"87,63";"74,35";"26,32";"18,77";"54,79";"63,78"
"510263 CAMPO NOVO DO PARECIS";"76,06";"103,52";"103,67";"87,28";"98,23";"124,15";"70,32";"97,50";"92,17";"100,05";"93,55"
"510267 CAMPO VERDE";"74,64";"83,26";"76,14";"80,39";"101,63";"100,69";"71,84";"85,60";"91,71";"90,01";"85,13"
"510268 CAMPOS DE JULIO";"82,89";"88,73";"93,27";"86,27";"147,30";"170,12";"75,93";"90,31";"97,86";"107,65";"102,42"
"510269 CANABRAVA DO NORTE";"84,66";"124,79";"96,94";"88,23";"96,82";"123,79";"79,85";"62,30";"84,77";"100,57";"92,40"
"510270 CANARANA";"82,33";"73,24";"68,27";"71,89";"86,55";"98,07";"61,58";"79,75";"80,31";"88,05";"78,61"
"510279 CARLINDA";"76,01";"65,89";"55,35";"106,77";"95,61";"122,98";"51,52";"76,30";"86,04";"72,70";"77,10"
"510285 CASTANHEIRA";"77,51";"68,74";"64,93";"94,09";"88,10";"83,10";"35,28";"72,90";"86,29";"85,03";"73,64"
"510300 CHAPADA DOS GUIMARAES";"71,45";"93,19";"84,05";"69,96";"94,05";"117,94";"44,17";"71,68";"73,23";"24,56";"71,44"
"510305 CLAUDIA";"110,16";"115,43";"140,39";"61,51";"105,11";"116,77";"44,14";"74,62";"76,96";"79,20";"87,67"
"510310 COCALINHO";"78,20";"111,11";"108,06";"73,80";"88,03";"132,24";"64,20";"65,77";"84,19";"89,40";"85,35"
"510320 COLIDER";"73,04";"95,75";"86,50";"68,87";"100,73";"115,16";"60,90";"74,40";"89,30";"82,58";"82,57"
"510325 COLNIZA";"73,53";"85,11";"76,35";"82,32";"94,08";"107,68";"42,28";"58,50";"82,20";"84,37";"76,96"
"510330 COMODORO";"79,93";"84,75";"76,14";"71,20";"91,61";"96,66";"56,94";"79,78";"80,80";"68,25";"77,53"
"510335 CONFRESA";"74,40";"84,46";"88,11";"78,12";"104,54";"83,58";"59,72";"89,88";"91,19";"89,85";"82,57"
"510336 CONQUISTA D\'OESTE";"71,74";"80,36";"79,86";"92,92";"73,27";"136,96";"43,95";"60,24";"85,97";"173,64";"87,30"
"510337 COTRIGUACU";"96,88";"90,31";"91,90";"63,49";"105,49";"139,40";"50,66";"57,09";"84,99";"94,05";"83,31"
"510340 CUIABA";"66,32";"83,16";"74,40";"67,60";"84,43";"92,74";"51,10";"79,28";"66,00";"74,55";"72,18"
"510343 CURVELANDIA";"91,40";"100,91";"75,65";"81,30";"114,99";"107,52";"52,58";"96,41";"84,16";"88,91";"88,16"
"510345 DENISE";"75,41";"69,83";"74,82";"69,44";"91,61";"139,86";"46,80";"14,97";"84,11";"74,32";"72,07"
"510350 DIAMANTINO";"74,49";"87,06";"88,58";"91,54";"117,08";"122,62";"67,67";"53,08";"76,00";"64,47";"83,19"
"510360 DOM AQUINO";"82,24";"96,24";"97,74";"71,77";"86,80";"79,61";"71,04";"68,83";"66,39";"93,24";"80,63"
"510370 FELIZ NATAL";"70,91";"96,81";"93,18";"73,64";"103,31";"149,13";"77,05";"97,57";"101,24";"74,15";"92,44"
"510380 FIGUEIROPOLIS D\'OESTE";"70,17";"65,89";"80,18";"69,80";"52,64";"98,26";"49,81";"67,95";"73,24";"69,33";"68,35"
"510385 GAUCHA DO NORTE";"93,00";"198,15";"246,29";"75,50";"112,24";"105,04";"77,03";"88,34";"89,37";"88,67";"97,47"
"510390 GENERAL CARNEIRO";"53,36";"52,39";"38,53";"51,13";"84,91";"143,09";"76,03";"94,33";"90,21";"61,49";"73,72"
"510395 GLORIA D\'OESTE";"69,54";"57,16";"67,49";"59,64";"123,03";"81,33";"59,90";"87,16";"100,95";"78,68";"75,72"
"510410 GUARANTA DO NORTE";"79,21";"88,22";"80,17";"82,06";"107,43";"107,84";"58,92";"102,09";"90,89";"85,77";"86,12"
"510420 GUIRATINGA";"79,99";"89,92";"84,17";"68,23";"94,61";"84,60";"58,55";"86,27";"89,32";"82,62";"80,47"
"510450 INDIAVAI";"91,93";"90,56";"95,66";"76,96";"98,72";"91,09";"48,39";"52,20";"79,51";"75,59";"79,97"
"510452 IPIRANGA DO NORTE";"110,23";"146,56";"129,82";"87,20";"117,14";"123,89";"73,82";"94,53";"97,30";"66,29";"99,42"
"510454 ITANHANGA";"90,94";"141,33";"139,70";"88,10";"99,28";"222,86";"103,57";"167,93";"82,15";"99,89";"119,55"
"510455 ITAUBA";"76,32";"82,91";"86,38";"98,70";"91,25";"77,46";"60,15";"121,74";"84,11";"105,49";"86,68"
"510460 ITIQUIRA";"78,24";"104,95";"87,16";"103,26";"89,35";"92,05";"73,17";"94,61";"92,19";"84,30";"88,52"
"510480 JACIARA";"75,10";"93,79";"83,62";"77,64";"72,42";"70,00";"54,92";"61,85";"80,18";"78,44";"73,33"
"510490 JANGADA";"91,68";"116,77";"75,78";"54,88";"67,74";"88,23";"71,35";"80,50";"78,20";"93,28";"81,31"
"510500 JAURU";"80,75";"72,12";"67,81";"77,56";"83,15";"109,36";"19,36";"96,44";"79,34";"73,17";"75,69"
"510510 JUARA";"81,63";"104,17";"116,30";"116,50";"110,75";"108,63";"67,91";"54,47";"128,78";"115,28";"97,25"
"510515 JUINA";"74,48";"71,21";"75,09";"78,60";"119,68";"90,94";"61,82";"81,15";"105,72";"100,31";"84,63"
"510517 JURUENA";"72,61";"85,71";"77,10";"64,84";"110,10";"120,96";"43,63";"72,78";"90,88";"117,01";"81,77"
"510520 JUSCIMEIRA";"84,60";"123,32";"112,96";"78,96";"80,19";"113,97";"48,20";"67,03";"85,94";"109,61";"85,26"
"510523 LAMBARI D\'OESTE";"77,56";"73,95";"72,35";"105,69";"100,54";"96,79";"87,95";"113,01";"98,06";"99,68";"91,13"
"510525 LUCAS DO RIO VERDE";"78,00";"101,62";"101,79";"90,36";"108,93";"120,89";"65,28";"97,37";"119,11";"116,08";"98,30"
"510530 LUCIARA";"72,10";"46,37";"61,98";"68,88";"89,03";"111,64";"131,11";"119,29";"83,59";"72,54";"82,29"
"510550 VILA BELA DA SANTISSIMA TRINDADE";"67,63";"91,87";"87,96";"79,16";"88,37";"154,94";"54,61";"70,14";"79,98";"63,94";"79,61"
"510558 MARCELANDIA";"64,03";"58,16";"57,00";"59,42";"88,91";"97,86";"55,74";"60,58";"64,62";"83,44";"68,34"
"510560 MATUPA";"97,47";"106,98";"92,67";"63,12";"129,24";"100,84";"67,85";"127,76";"70,12";"83,02";"91,07"
"510562 MIRASSOL D\'OESTE";"77,82";"97,79";"89,91";"83,90";"98,31";"114,57";"62,57";"62,85";"78,95";"90,87";"84,36"
"510590 NOBRES";"82,54";"100,19";"76,19";"65,90";"100,98";"108,83";"75,01";"47,27";"68,86";"71,41";"79,77"
"510600 NORTELANDIA";"77,96";"105,26";"83,50";"56,01";"112,08";"118,92";"55,72";"70,50";"76,12";"62,94";"78,95"
"510610 NOSSA SENHORA DO LIVRAMENTO";"81,27";"105,99";"105,57";"71,15";"101,84";"113,96";"76,61";"82,95";"81,13";"108,00";"90,97"
"510615 NOVA BANDEIRANTES";"92,70";"83,13";"84,46";"100,35";"112,57";"110,26";"73,39";"111,47";"92,88";"124,10";"98,16"
"510617 NOVA NAZARE";"65,76";"72,09";"40,00";"56,35";"36,37";"13,34";"106,36";"135,29";"114,43";"73,82";"70,94"
"510618 NOVA LACERDA";"87,86";"131,31";"116,55";"74,93";"102,27";"132,44";"78,77";"101,49";"123,64";"119,29";"102,84"
"510619 NOVA SANTA HELENA";"96,54";"74,34";"59,36";"90,60";"140,37";"77,51";"56,39";"86,03";"116,60";"109,08";"88,65"
"510620 NOVA BRASILANDIA";"95,88";"90,12";"87,37";"131,40";"128,26";"121,26";"63,44";"52,11";"125,30";"104,47";"96,10"
"510621 NOVA CANAA DO NORTE";"88,14";"100,53";"92,36";"88,79";"76,21";"89,28";"61,17";"88,55";"80,46";"66,61";"81,79"
"510622 NOVA MUTUM";"75,13";"103,72";"99,94";"91,01";"107,22";"114,90";"72,97";"96,62";"87,66";"93,56";"93,04"
"510623 NOVA OLIMPIA";"65,56";"77,14";"64,36";"72,42";"87,78";"113,63";"79,54";"72,42";"70,41";"63,03";"76,94"
"510624 NOVA UBIRATA";"102,04";"158,42";"107,88";"77,90";"108,78";"60,48";"94,55";"141,48";"97,53";"78,58";"98,61"
"510625 NOVA XAVANTINA";"72,60";"80,21";"76,51";"68,55";"53,72";"48,04";"39,83";"38,67";"60,16";"76,65";"59,73"
"510626 NOVO MUNDO";"76,03";"87,78";"71,56";"91,96";"117,22";"136,21";"78,35";"108,01";"93,37";"115,93";"95,24"
"510627 NOVO HORIZONTE DO NORTE";"68,23";"77,40";"71,02";"94,01";"87,24";"167,72";"51,22";"69,16";"127,33";"80,97";"84,21"
"510628 NOVO SAO JOAQUIM";"73,42";"67,40";"69,22";"103,94";"79,49";"60,65";"55,85";"77,00";"111,37";"130,07";"80,27"
"510629 PARANAITA";"75,75";"87,50";"90,09";"98,37";"111,20";"139,66";"69,09";"85,15";"91,07";"75,24";"90,79"
"510630 PARANATINGA";"83,48";"120,07";"105,33";"72,97";"97,57";"94,85";"56,32";"108,29";"117,90";"109,56";"92,44"
"510631 NOVO SANTO ANTONIO";"104,73";"139,11";"86,95";"135,65";"99,20";"103,62";"61,87";"45,35";"55,21";"57,51";"89,32"
"510637 PEDRA PRETA";"79,98";"108,52";"75,06";"88,65";"94,19";"89,05";"55,06";"37,02";"60,27";"48,74";"71,44"
"510642 PEIXOTO DE AZEVEDO";"81,97";"89,78";"72,69";"67,43";"94,25";"80,80";"63,82";"116,78";"35,72";"54,10";"74,92"
"510645 PLANALTO DA SERRA";"110,23";"152,14";"150,77";"163,89";"182,61";"206,26";"92,25";"109,73";"70,44";"101,99";"124,03"
"510650 POCONE";"85,73";"92,32";"84,99";"71,06";"106,92";"106,99";"48,70";"57,52";"75,19";"74,52";"78,89"
"510665 PONTAL DO ARAGUAIA";"91,65";"125,95";"92,69";"103,43";"68,70";"62,45";"64,71";"79,62";"98,59";"78,41";"84,81"
"510670 PONTE BRANCA";"68,21";"58,97";"54,25";"140,68";"179,50";"112,50";"79,05";"109,54";"130,00";"89,95";"93,75"
"510675 PONTES E LACERDA";"68,70";"78,96";"83,49";"84,30";"83,35";"105,13";"53,69";"72,97";"80,19";"75,17";"76,77"
"510677 PORTO ALEGRE DO NORTE";"74,70";"83,66";"79,26";"95,81";"115,09";"162,38";"83,40";"92,48";"94,45";"114,43";"97,09"
"510680 PORTO DOS GAUCHOS";"80,43";"68,65";"77,73";"90,17";"87,39";"104,80";"47,21";"68,93";"82,74";"100,43";"79,39"
"510682 PORTO ESPERIDIAO";"91,21";"94,41";"97,59";"68,60";"132,08";"133,17";"64,04";"64,89";"90,94";"91,68";"90,91"
"510685 PORTO ESTRELA";"103,42";"89,18";"60,78";"98,91";"133,11";"125,99";"79,70";"101,89";"119,73";"55,93";"96,75"
"510700 POXOREO";"69,16";"89,12";"79,67";"77,66";"103,64";"61,16";"42,09";"59,17";"71,52";"62,97";"69,36"
"510704 PRIMAVERA DO LESTE";"75,27";"99,91";"103,91";"81,63";"96,72";"91,67";"73,26";"83,16";"83,36";"90,71";"86,43"
"510706 QUERENCIA";"75,66";"88,09";"94,83";"81,96";"98,33";"93,82";"62,57";"91,08";"98,62";"106,88";"87,68"
"510710 SAO JOSE DOS QUATRO MARCOS";"70,21";"84,15";"76,69";"63,83";"100,19";"100,66";"61,67";"80,45";"100,87";"88,19";"80,81"
"510715 RESERVA DO CABACAL";"99,55";"100,29";"63,95";"70,57";"96,70";"151,13";"57,05";"51,01";"155,35";"113,59";"89,96"
"510718 RIBEIRAO CASCALHEIRA";"62,97";"87,71";"76,30";"77,01";"87,77";"65,06";"37,55";"57,83";"79,83";"76,48";"67,45"
"510719 RIBEIRAOZINHO";"80,12";"66,82";"70,47";"100,48";"92,75";"64,59";"98,87";"126,64";"102,40";"83,78";"86,50"
"510720 RIO BRANCO";"80,70";"93,63";"88,47";"92,44";"90,68";"105,39";"78,80";"92,79";"126,37";"106,48";"93,82"
"510724 SANTA CARMEM";"87,44";"91,31";"98,56";"87,10";"115,43";"132,21";"78,93";"114,95";"122,05";"93,40";"100,07"
"510726 SANTO AFONSO";"65,06";"83,55";"89,27";"120,43";"138,24";"84,73";"16,91";"45,09";"78,16";"55,59";"74,41"
"510729 SAO JOSE DO POVO";"100,51";"104,67";"114,11";"100,00";"111,38";"86,20";"102,32";"143,67";"70,10";"215,35";"109,93"
"510730 SAO JOSE DO RIO CLARO";"83,85";"80,32";"68,82";"77,90";"109,59";"106,01";"66,01";"55,55";"60,04";"95,57";"80,22"
"510735 SAO JOSE DO XINGU";"75,62";"77,21";"61,06";"98,25";"115,90";"154,08";"66,84";"81,51";"88,65";"114,73";"89,79"
"510740 SAO PEDRO DA CIPA";"78,25";"98,35";"85,61";"72,70";"95,18";"117,09";"61,38";"66,42";"90,78";"79,21";"82,68"
"510757 RONDOLANDIA";"67,44";"84,88";"58,72";"136,78";"114,57";"161,99";"55,23";"29,43";"33,83";"78,11";"75,56"
"510760 RONDONOPOLIS";"65,44";"84,47";"80,30";"72,54";"86,71";"83,07";"59,53";"72,47";"75,00";"59,70";"72,75"
"510770 ROSARIO OESTE";"61,63";"86,47";"77,59";"137,17";"126,69";"123,17";"50,44";"78,24";"97,86";"89,11";"85,03"
"510774 SANTA CRUZ DO XINGU";"98,21";"109,72";"113,42";"125,40";"118,56";"122,49";"78,87";"61,12";"84,44";"151,40";"103,74"
"510775 SALTO DO CEU";"84,18";"81,89";"75,65";"102,01";"151,57";"131,18";"70,34";"74,56";"87,29";"114,44";"93,05"
"510776 SANTA RITA DO TRIVELATO";"81,12";"112,83";"97,74";"98,63";"98,86";"119,57";"79,28";"100,36";"95,36";"84,34";"94,95"
